
23:02:03,85%,23%,281.60W,inf%
23:02:04,0%,0%,194.18W,-nan%
23:02:06,0%,0%,81.73W,-nan%
23:02:07,0%,0%,66.84W,0.0%
23:02:08,0%,0%,57.85W,-nan%
23:02:09,0%,0%,57.79W,-nan%
23:02:10,0%,0%,57.51W,-nan%
23:02:11,0%,0%,57.28W,-nan%
23:02:12,9%,0%,144.82W,0.0%
23:02:13,11%,0%,259.23W,-nan%
23:02:14,66%,28%,276.23W,-nan%
23:02:15,31%,7%,271.46W,-nan%
23:02:16,55%,24%,285.95W,-nan%
23:02:17,4%,0%,223.45W,0.0%
23:02:18,50%,20%,212.41W,-nan%
23:02:19,88%,40%,280.77W,-nan%
23:02:20,13%,2%,163.16W,-nan%
23:02:22,46%,20%,311.63W,-nan%
23:02:23,38%,13%,223.51W,0.0%
23:02:24,4%,0%,235.01W,inf%
23:02:25,94%,24%,276.84W,-nan%
23:02:26,12%,3%,267.23W,-nan%
23:02:27,70%,37%,334.99W,-nan%
23:02:28,72%,41%,335.90W,0.0%
23:02:29,72%,45%,362.26W,-nan%
23:02:30,74%,46%,379.53W,-nan%
23:02:31,75%,45%,377.67W,-nan%
23:02:32,76%,47%,375.88W,-nan%
23:02:33,79%,48%,371.83W,0.0%
23:02:34,79%,50%,367.19W,-nan%
23:02:35,75%,49%,353.39W,-nan%
23:02:36,81%,53%,361.20W,-nan%
23:02:38,76%,50%,360.84W,0.0%
23:02:39,75%,49%,358.00W,-nan%
23:02:40,74%,49%,352.52W,-nan%
